300,0,,,,
305,0,,,,
310,0,,,,
315,0,,,,
320,0,,,,
325,0,,,,
330,0,,,,
335,0,,,,
340,0,,,,
345,0,,,,
350,0,,,,
355,0,,,,
360,0,,,,
365,0,,,,
370,0,,,,
375,0,,,,
380,0,,,,
385,0,,,,
390,0,,,,
395,0,,,,
400,0,,,,
405,0,,,,
410,0,,,,
415,0,,,,
420,0,,,,
425,0,,,,
430,0,,,,
435,0,,,,
440,0,,,,
445,0,,,,
450,0,,,,
455,0,,,,
460,0,,,,
465,0,,,,
470,0,,,,
475,0,,,,
480,0,,,,
485,0,,,,
490,0,,,,
495,0,,,,
500,0,,,,
505,0,,,,
510,0,,,,
515,0,,,,
520,0,,,,
525,0,,,,
530,0,,,,
535,0,,,,
540,0,,,,
545,0,,,,
550,0,,,,
555,0,,,,
560,0,,,,
565,0,,,,
570,0,,,,
575,0,,,,
580,0,,,,
585,0,,,,
590,0,,,,
595,0,,,,
600,0,,,,
605,0,,,,
610,0,,,,
615,0,,,,
620,0,,,,
625,0,,,,
630,0,,,,
635,0,,,,
640,0,,,,
645,0,,,,
650,0,,,,
655,0,,,,
660,0,,,,
665,0,,,,
670,0,,,,
675,0,,,,
680,0,,,,
685,0,,,,
690,0,,,,
695,0,,,,
700,0,,,,
705,0,,,,
710,0,,,,
715,0,,,,
720,0,,,,
725,0,,,,
730,0,,,,
735,0,,,,
740,0,,,,
745,0,,,,
750,0,,,,
755,0,,,,
760,0,,,,
765,0,,,,
770,0,,,,
775,0,,,,
780,0,,,,
785,0,,,,
790,0,,,,
795,0,,,,
800,0,,,,
805,0,,,,
810,0,,,,
815,0,,,,
820,0,,,,
825,0,,,,
830,0,,,,
835,0,,,,
840,0,,,,
845,0,,,,
850,0,,,,
855,0,,,,
860,0,,,,
865,0,,,,
870,0,,,,
875,0,,,,
880,0,,,,
885,0,,,,
890,0,,,,
895,0,,,,
900,0,,,,
905,0,,,,
910,0,,,,
915,0,,,,
920,0,,,,
925,0,,,,
930,0,,,,
935,0,,,,
940,0,,,,
945,0,,,,
950,0,,,,
955,0,,,,
960,0,,,,
965,0,,,,
970,0,,,,
975,0,,,,
980,0,,,,
985,0,,,,
990,0,,,,
995,0,,,,
1000,0,,,,
1005,0,,,,
1010,0,,,,
1015,0,,,,
1020,0,,,,
1025,0,,,,
1030,0,,,,
1035,0,,,,
1040,0,,,,
1045,0,,,,
1050,0,,,,
1055,0,,,,
1060,0,,,,
1065,0,,,,
1070,0,,,,
1075,0,,,,
1080,0,,,,
1085,0,,,,
1090,0,,,,
1095,0,,,,
1100,0,,,,
,,,,,
Y(lx),7.767843734,x,0.160951498,y,0.035040154
Radio(W/m^2),0.231546052,,,,
CCT,19999,Duv,-0.210589259,,
 MI_vis,0,MI_uv,0,,
CIE Ra,-31.19137075,,,,
R1,-10.15538171,,,,
R2,20.39769386,,,,
R3,-92.06412358,,,,
R4,-96.63783745,,,,
R5,-0.988016645,,,,
R6,-8.614188135,,,,
R7,-17.91763148,,,,
R8,-43.55148086,,,,
R9,-281.6375335,,,,
R10,-87.01914048,,,,
R11,-130.2854161,,,,
R12,-112.6779523,,,,
R13,8.780696479,,,,
R14,-4.871498519,,,,
R15,32.62530109,,,,
